destination,cabin_type,activity_interests_cultural,activity_interests_nature_outdoors,activity_interests_entertainment,activity_interests_shopping,activity_interests_recreation,activity_interests_nightlife,hotel_preferences,food_preferences_asian,food_preferences_european,food_preferences_american_latin,food_preferences_middle_eastern,food_preferences_african,food_preferences_caribbean,food_preferences_local_cuisine,user_id
4,1,0,1,0,1,0,1,1,0,1,1,1,1,1,0,59
4,1,0,0,0,1,0,1,3,0,1,0,1,0,1,0,75
2,3,1,1,1,1,1,1,2,0,1,0,0,0,1,0,140
5,4,0,1,0,1,0,0,3,0,1,0,1,0,1,0,74
2,4,1,1,1,1,1,1,3,0,0,0,0,0,0,0,25
9,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,37
6,2,0,1,0,1,0,1,1,0,1,0,1,0,0,0,118
3,3,1,0,1,1,1,1,2,1,1,1,1,1,1,1,20
7,3,0,0,0,0,0,1,2,0,0,0,0,0,0,0,154
9,2,0,0,0,1,0,0,3,0,0,1,0,0,0,0,64
6,2,0,1,0,1,0,1,2,1,0,0,0,0,1,1,131
4,4,1,0,0,1,0,1,2,0,1,0,0,1,1,0,135
4,2,1,1,0,1,1,1,3,1,1,0,1,1,1,0,109
4,1,0,1,0,1,0,1,2,0,1,1,1,1,1,0,59
9,1,0,1,0,0,1,0,3,0,0,1,0,0,0,0,173
2,3,1,0,1,1,1,1,1,0,1,0,0,0,0,0,5
4,4,0,1,0,0,0,1,2,1,1,0,1,0,1,0,133
2,3,0,1,1,1,1,1,3,0,0,0,1,1,0,1,40
6,3,0,1,0,1,0,1,3,0,0,0,1,0,1,1,200
3,2,1,0,0,1,1,1,2,1,1,1,1,1,1,1,147
7,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,102
7,3,0,0,1,1,0,1,3,1,0,0,0,0,0,0,99
6,3,0,1,0,1,1,0,3,0,1,0,1,0,0,1,8
6,2,0,1,0,1,0,1,2,0,1,0,1,0,1,1,94
1,4,1,0,1,1,1,1,3,1,0,0,1,0,0,1,198
2,1,1,1,1,1,1,1,3,1,0,0,0,0,0,0,3
8,3,1,0,0,0,0,0,3,0,1,0,1,0,0,0,79
4,1,0,1,0,1,0,1,2,0,1,0,1,0,1,0,26
3,4,1,1,1,1,0,1,1,1,1,1,1,1,1,1,130
2,4,1,0,1,1,1,1,2,0,0,1,0,0,0,0,104
4,4,0,1,0,1,0,1,2,1,1,0,1,0,1,0,133
6,4,0,1,0,1,0,1,3,0,1,0,0,0,1,1,129
1,2,0,1,1,1,1,1,1,0,0,1,0,0,0,0,178
8,2,0,0,0,0,1,0,2,0,0,0,1,0,0,0,188
8,2,0,0,0,0,0,1,2,0,0,1,0,0,0,0,45
8,2,0,0,0,0,1,0,2,1,0,0,0,0,0,0,32
8,2,1,1,0,0,1,0,2,0,0,0,0,0,0,0,47
9,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,153
7,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,102
9,3,0,0,0,0,0,0,3,0,0,0,0,1,0,0,139
9,2,1,1,0,0,0,0,1,0,0,1,1,0,0,0,33
6,3,0,1,0,1,0,1,2,0,1,0,1,0,1,0,77
4,4,0,1,0,1,1,1,2,0,1,1,1,0,0,0,10
5,1,0,1,0,1,0,1,1,0,1,1,1,0,1,0,172
6,2,0,1,1,1,0,1,1,0,1,0,1,0,1,1,94
1,2,1,1,0,0,1,0,2,0,0,0,0,0,0,0,47
7,3,0,1,1,0,0,0,2,0,0,0,0,0,0,1,194
3,4,1,1,1,1,0,1,2,1,1,1,1,1,0,1,62
8,4,0,0,0,0,0,0,2,0,1,0,1,1,0,0,106
4,2,0,1,0,1,0,1,1,1,1,0,1,0,0,0,144
2,4,1,1,1,1,1,1,3,0,0,0,0,0,0,0,25
6,1,0,1,0,1,0,1,2,0,1,0,0,0,1,0,143
3,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,141
9,2,0,0,0,0,1,0,3,0,0,0,0,0,0,0,188
2,1,0,1,0,1,1,1,3,0,1,0,0,0,0,0,143
6,1,0,1,0,1,0,0,3,0,1,0,1,0,0,0,21
2,4,1,0,1,1,0,1,3,0,0,1,0,0,0,0,104
9,1,0,0,0,0,1,0,2,0,1,0,0,0,1,0,60
3,3,1,1,1,1,0,1,1,1,1,1,1,1,1,1,130
3,4,1,0,1,1,1,1,3,1,1,1,0,1,1,1,126
6,2,1,1,0,1,0,1,2,0,1,0,0,0,1,0,135
4,2,0,1,0,0,0,1,1,0,1,0,1,1,0,0,182
2,1,1,1,0,1,1,1,3,0,0,0,1,0,0,0,54
10,3,1,0,0,0,0,0,1,0,0,1,0,0,0,0,64
2,2,1,1,0,1,1,1,3,0,0,0,0,0,0,0,156
8,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,27
7,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,16
8,3,1,0,0,0,0,0,3,0,0,0,0,0,0,0,35
1,1,1,1,1,1,1,1,3,0,0,0,0,0,0,1,113
1,2,1,1,0,1,1,1,2,0,0,1,0,0,1,0,120
6,3,0,1,1,1,0,1,1,0,1,0,1,1,1,0,17
5,2,0,0,0,1,0,1,1,0,1,0,1,0,1,0,75
2,4,1,1,0,1,1,0,2,0,0,0,0,0,0,0,156
3,3,1,1,1,0,1,1,1,1,1,0,0,0,1,1,190
10,3,0,0,0,0,1,1,1,0,0,0,1,0,0,0,67
6,3,0,1,0,1,1,1,1,0,1,0,1,0,1,0,2
1,2,0,0,0,1,1,1,2,1,0,0,0,0,0,0,153
7,1,1,0,0,0,1,0,1,1,0,0,0,0,0,1,163
10,4,1,0,0,0,0,0,3,0,0,0,0,0,0,0,112
6,4,0,1,0,1,1,0,3,0,1,0,1,0,1,0,186
6,3,0,1,0,1,0,1,3,0,1,0,1,1,1,1,191
9,4,1,0,0,0,0,0,2,0,0,1,1,0,0,0,185
10,4,0,0,0,0,0,0,3,1,1,0,0,0,0,0,68
5,3,0,1,0,1,0,1,1,0,1,0,1,0,1,0,77
5,2,0,1,0,1,0,1,3,0,0,1,1,0,1,0,89
6,3,0,1,0,0,0,1,3,1,0,0,1,0,1,0,133
2,4,1,1,1,1,1,1,3,0,0,0,0,0,0,0,25
6,1,0,1,0,1,1,1,3,0,1,0,1,0,1,0,81
7,2,0,0,0,1,0,0,3,0,0,1,0,0,0,1,46
9,2,0,0,0,1,0,0,1,0,0,0,0,0,1,1,37
2,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,193
2,4,1,1,1,1,0,1,3,0,0,0,0,0,0,0,25
7,4,0,1,0,0,0,0,3,0,0,0,0,1,0,0,139
6,4,0,1,1,0,0,1,3,0,0,0,1,0,1,0,9
7,4,0,0,0,0,1,0,3,0,1,0,0,0,1,0,36
8,2,0,1,0,0,0,0,2,0,0,0,0,0,0,0,30
2,1,1,1,1,1,0,1,2,0,0,0,0,0,1,0,38
3,4,1,1,1,1,1,1,3,0,1,1,1,1,0,1,114
2,2,0,1,0,1,1,1,3,0,1,0,0,0,0,1,8
6,3,1,1,0,1,0,0,1,0,1,0,1,0,0,1,28
6,4,0,1,0,1,0,0,1,1,1,0,1,1,1,0,159
3,4,1,1,0,1,1,1,1,1,0,1,1,1,1,1,93
5,1,0,1,1,1,0,1,1,0,1,0,1,0,1,0,41
1,3,1,1,1,1,1,1,3,0,0,0,0,0,1,0,83
2,4,0,1,1,1,1,1,2,0,0,0,0,1,0,0,49
5,2,0,1,0,1,1,1,1,1,1,0,1,0,1,0,11
10,4,0,0,0,1,1,0,3,0,0,1,0,1,0,0,179
8,2,0,1,0,0,0,0,1,0,1,0,0,0,1,1,73
6,3,0,1,0,0,0,0,3,0,0,0,1,0,1,0,124
7,4,0,0,1,0,1,0,3,0,0,0,0,0,0,0,42
7,1,0,0,1,0,1,0,3,0,0,0,1,1,0,0,119
8,4,0,0,0,0,0,0,3,0,0,0,1,1,0,0,106
4,3,0,1,0,0,0,1,3,0,1,0,1,0,1,0,87
6,3,0,1,0,1,0,1,2,0,1,0,1,0,0,0,176
6,2,0,1,0,1,1,1,3,1,1,1,1,0,1,0,71
1,2,1,1,1,1,1,1,2,0,0,0,0,0,0,0,12
8,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,110
1,3,1,1,1,1,1,1,3,0,0,0,0,0,0,0,25
6,2,0,1,0,1,0,0,2,0,1,0,1,0,1,1,73
6,1,0,1,1,1,0,1,2,0,1,1,1,0,1,0,172
1,1,1,1,1,1,1,1,3,0,0,0,1,1,1,0,127
1,4,0,1,1,1,1,1,1,0,0,0,0,0,0,0,178
6,4,0,1,0,1,0,1,1,0,1,0,1,0,1,1,28
7,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,16
9,1,1,0,0,0,0,0,3,0,0,0,0,0,0,0,35
7,2,0,0,1,0,0,0,3,0,0,0,0,0,0,0,122
2,4,1,1,0,0,1,1,3,0,0,0,0,0,1,0,83
9,4,0,0,0,0,1,0,2,0,0,0,0,0,0,0,160
4,2,0,1,0,1,0,1,2,0,1,0,1,1,1,0,17
5,2,0,1,0,1,1,1,1,0,1,0,1,0,1,0,2
2,4,1,1,1,1,1,1,3,0,0,1,0,1,0,1,117
5,4,0,1,0,1,0,1,2,0,1,0,0,0,0,0,176
2,2,1,1,1,1,0,1,3,0,0,0,0,0,1,0,38
1,3,1,1,1,1,1,0,2,1,0,0,0,0,0,0,125
9,1,0,0,0,0,0,0,3,1,0,0,0,1,0,0,85
1,1,1,1,1,1,1,1,2,0,0,1,0,0,0,1,48
2,2,0,1,0,1,1,0,3,1,0,1,0,0,0,0,32
1,4,1,1,1,1,1,1,1,0,0,0,0,0,0,0,29
6,4,0,0,0,1,0,1,3,0,1,0,1,0,1,0,57
9,2,1,0,0,0,0,0,3,0,0,0,0,0,0,1,22
7,1,0,0,0,0,0,0,3,0,1,0,0,0,0,1,19
7,4,0,0,1,0,0,0,1,0,0,0,1,0,0,0,169
2,2,1,0,1,1,1,1,2,0,0,0,0,0,0,0,12
4,2,0,1,0,1,0,0,2,0,1,0,1,1,1,0,181
7,3,0,0,0,0,0,0,2,0,0,0,0,1,0,1,171
1,3,1,0,1,1,1,1,2,0,0,0,0,0,0,0,5
8,4,0,0,0,0,0,0,3,1,0,0,0,0,0,0,68
10,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,64
4,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,26
2,4,1,1,1,1,1,1,1,0,1,0,0,0,0,0,140
10,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,102
4,1,0,1,0,0,0,1,2,0,1,0,1,0,1,0,87
10,4,0,1,1,0,0,0,3,0,0,0,0,0,0,0,142
7,4,1,0,0,0,0,0,3,1,0,1,0,0,1,0,192
2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,12
8,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,37
4,4,0,1,1,0,0,0,2,1,1,1,1,0,0,0,151
2,1,1,1,1,1,1,1,2,1,1,1,1,0,0,0,98
3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,141
4,4,0,1,0,1,0,1,1,0,1,0,1,0,1,0,77
4,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,75
1,3,1,1,0,1,1,1,3,0,0,0,1,0,0,0,156
9,3,0,0,0,0,0,1,3,0,0,0,0,0,0,0,16
8,3,0,0,0,1,0,0,3,0,0,0,0,0,0,0,145
2,3,1,1,1,1,1,1,3,0,1,1,1,0,0,0,104
3,1,1,1,1,0,1,1,3,1,1,1,1,1,1,1,134
6,1,1,1,0,0,0,1,2,0,0,1,0,0,1,0,120
1,2,0,1,1,1,1,1,1,0,0,0,0,0,0,0,178
8,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,18
1,2,1,1,1,0,1,1,2,0,0,0,1,0,0,0,193
2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,12
2,3,0,1,1,1,1,1,3,0,0,0,0,0,0,0,53
10,2,0,0,0,0,0,1,2,0,0,0,0,0,0,1,138
4,2,1,1,0,1,0,1,3,0,1,0,1,0,1,0,34
3,2,1,1,1,1,1,1,1,0,1,1,1,1,1,1,56
10,1,0,1,0,0,0,1,3,0,0,0,0,0,0,1,138
2,4,0,1,1,1,1,1,3,0,0,0,0,1,0,0,49
3,1,1,1,1,1,1,1,3,1,1,1,0,1,1,1,7
8,4,0,0,0,0,0,0,2,0,0,0,0,0,0,1,69
10,4,0,0,0,0,0,0,3,0,0,1,0,0,0,0,137
5,4,0,1,1,1,1,1,2,0,0,0,0,0,1,0,83
1,1,0,1,1,1,1,1,2,0,0,0,0,0,0,0,53
7,1,1,1,0,1,1,1,3,0,0,1,0,0,0,0,132
7,4,0,0,0,0,0,1,3,0,0,0,0,1,0,0,31
5,2,1,1,0,1,0,1,3,1,1,1,1,0,1,0,71
4,2,0,0,0,1,0,0,3,0,1,0,1,0,1,1,73
5,2,1,1,0,1,0,1,3,0,1,0,1,0,1,0,34
6,4,0,0,0,1,1,1,1,0,0,1,1,0,1,0,10
6,2,0,1,0,1,0,1,3,0,1,1,1,0,1,0,89
9,3,0,0,1,0,0,0,3,0,1,0,0,0,0,0,79
2,2,1,1,0,1,1,1,3,1,0,0,0,0,1,0,3
9,4,0,1,0,0,1,0,2,1,0,0,0,0,0,0,32
10,1,0,0,0,0,0,0,3,1,0,1,1,1,0,0,52
3,4,1,1,1,1,1,0,1,1,1,1,1,1,1,1,187
3,4,0,1,1,1,0,1,2,1,1,1,0,1,1,1,152
1,2,1,1,1,1,1,1,2,0,0,0,0,1,0,0,127
1,1,1,1,1,1,1,1,3,0,0,0,0,0,0,0,12
8,4,0,0,0,0,0,1,2,0,0,0,0,0,0,0,154
1,1,0,1,1,1,1,1,3,0,0,0,0,1,0,0,127
3,1,1,1,1,1,0,1,3,1,0,1,0,1,1,1,7
10,4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,154
6,4,0,1,0,1,0,1,3,1,1,0,1,0,1,0,133
1,1,1,1,1,1,1,1,3,0,0,0,0,0,0,0,12
7,4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,160
6,3,1,1,0,1,0,1,2,1,1,0,1,0,1,0,11
2,1,1,0,1,1,1,1,2,0,0,0,0,0,0,0,12
9,1,0,0,0,0,0,1,3,1,0,0,0,1,0,0,85
4,2,0,0,0,0,0,1,1,0,1,0,1,1,1,1,170
7,4,0,0,0,0,0,0,2,1,1,0,0,0,0,0,68
6,1,0,1,0,1,1,1,3,0,1,0,1,0,1,1,94
7,4,0,0,0,0,0,0,3,0,0,0,0,1,1,1,97
10,2,1,0,0,0,0,0,3,0,1,0,0,0,0,0,79
4,1,0,1,0,1,0,1,3,0,1,0,1,1,1,0,51
4,1,0,1,0,1,0,0,2,0,1,0,1,0,1,0,177
2,4,1,1,1,1,1,1,2,0,0,0,0,0,0,1,82
7,4,0,0,0,0,0,1,3,0,0,0,1,0,0,0,67
7,1,0,0,0,0,1,0,2,0,0,0,1,0,1,1,80
9,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,67
5,3,0,1,0,1,0,1,1,0,1,1,1,1,1,0,59
1,3,1,1,0,1,1,1,1,0,0,0,0,0,0,1,82
1,3,1,0,1,1,1,0,2,0,1,1,0,0,0,0,183
1,4,1,1,1,0,1,1,3,1,0,0,0,0,0,0,78
4,4,0,1,0,1,0,1,2,0,1,0,1,0,1,0,77
6,4,0,1,1,1,0,1,1,0,1,0,0,0,1,0,24
8,4,0,0,1,0,0,0,3,0,0,0,0,0,1,0,42
6,2,0,1,1,1,1,1,2,0,1,0,1,0,1,1,58
10,4,0,0,0,0,1,0,3,0,0,0,1,0,0,0,160
2,3,1,1,1,1,1,1,2,0,0,1,0,0,0,0,48
6,3,0,1,0,1,0,1,2,0,0,0,1,0,1,0,9
6,3,0,1,0,1,0,1,3,0,0,0,0,0,1,0,9
6,2,0,1,0,1,0,1,2,1,1,0,1,0,1,0,11
10,4,0,0,0,0,0,0,3,0,0,0,1,0,1,0,55
7,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,18
1,2,1,0,1,1,1,1,2,0,0,0,0,0,0,0,12
9,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,37
2,4,1,1,1,1,0,1,3,0,0,0,0,0,0,0,25
5,4,0,1,1,1,0,1,3,0,1,0,0,0,1,0,24
6,3,0,1,1,1,0,0,2,0,1,0,1,0,1,0,41
9,1,0,0,0,1,0,0,3,0,1,0,0,0,0,0,105
10,1,1,0,1,0,0,1,3,0,0,0,0,0,0,0,111
4,4,0,1,0,1,0,1,2,0,1,0,1,0,0,0,176
4,1,0,1,0,1,0,1,3,1,1,0,1,0,1,0,11
4,1,0,1,0,1,1,1,2,0,1,0,1,0,0,0,81
6,4,1,1,0,1,0,1,1,1,1,1,1,0,1,0,71
7,3,1,0,0,1,0,0,2,0,0,0,0,0,1,0,66
9,1,0,0,0,0,1,1,2,0,0,0,0,0,0,0,153
7,1,0,1,0,1,0,0,2,0,0,0,1,0,0,0,21
1,2,0,1,1,0,1,1,3,0,1,0,0,1,0,0,180
5,3,0,0,1,1,0,1,1,0,0,1,0,0,1,0,107
6,4,0,1,0,1,0,0,1,0,1,0,1,0,1,0,44
6,3,0,1,1,1,0,1,3,0,1,0,1,0,1,0,41
4,1,0,1,1,1,0,1,2,0,1,0,1,0,1,0,41
1,2,1,1,1,1,1,1,2,0,0,0,0,0,0,0,12
4,2,0,1,0,0,0,0,3,1,1,0,1,0,1,0,159
10,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,112
9,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,102
8,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,154
6,3,1,1,0,1,0,1,3,0,0,0,0,0,1,0,135
2,1,1,1,1,1,1,1,3,0,0,0,0,0,0,0,12
4,2,1,1,0,1,0,1,1,0,0,1,0,0,0,0,61
2,4,1,1,1,1,1,1,3,0,0,0,0,0,0,0,25
9,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,138
6,4,0,1,0,1,0,1,3,0,1,0,1,0,1,0,74
5,2,0,0,1,1,0,0,1,0,1,0,1,1,1,0,17
2,3,1,1,1,1,1,1,2,0,0,0,1,0,0,0,54
3,3,1,1,0,0,0,1,3,1,1,1,1,1,1,0,71
10,3,1,0,0,0,0,0,1,0,1,1,0,1,0,0,52
1,3,1,1,0,0,0,0,3,0,0,1,0,0,1,0,192
3,4,1,1,1,1,1,1,2,1,1,1,1,1,1,1,20
2,4,1,1,1,1,1,1,3,0,1,0,1,1,0,0,49
2,1,1,1,1,0,1,1,3,0,0,0,0,0,0,0,95
3,3,1,1,1,1,0,1,3,1,1,1,1,1,1,1,62
4,1,1,0,1,1,0,1,3,0,1,0,0,0,1,0,24
2,3,1,1,0,1,1,1,1,0,0,0,0,0,0,0,157
2,2,1,1,1,0,1,0,3,0,0,0,0,0,0,0,6
7,4,0,0,0,0,1,1,3,0,0,0,0,1,0,0,31
9,1,0,0,0,1,0,0,3,1,0,0,0,0,1,1,39
4,1,1,1,0,0,0,1,1,0,1,0,1,0,1,1,14
2,2,0,1,1,0,1,1,3,0,0,1,0,0,0,0,23
5,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,177
6,1,0,1,0,1,0,0,2,0,1,0,1,0,1,0,177
10,4,0,1,0,1,0,0,3,0,0,1,0,0,0,0,137
2,2,1,1,1,1,1,1,3,0,1,0,0,0,0,1,168
6,4,0,1,1,0,0,0,3,0,1,1,1,0,1,0,89
9,2,0,0,1,0,0,0,3,0,0,0,0,0,0,0,122
2,4,1,1,1,1,1,1,2,1,0,0,0,0,0,0,78
8,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,150
9,4,0,0,0,1,0,0,1,1,0,0,0,0,0,0,150
4,2,1,1,0,1,1,1,3,0,1,1,0,0,1,0,120
6,1,0,1,0,1,0,1,2,0,1,1,0,0,0,0,43
6,3,0,1,0,1,0,1,2,0,1,0,1,0,1,0,77
2,1,1,1,1,0,1,1,3,0,0,0,1,0,0,0,193
9,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,37
5,3,0,1,0,1,0,1,1,0,1,0,1,0,1,1,28
7,4,0,0,0,0,0,0,3,0,0,0,0,1,1,0,97
8,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,18
5,2,0,1,0,1,0,1,2,0,1,0,1,0,1,0,26
1,2,0,1,1,1,0,1,2,0,0,0,1,0,0,0,41
6,4,0,1,0,1,0,0,1,0,0,0,1,0,1,0,44
6,1,0,0,1,1,0,1,2,0,1,0,1,0,0,0,189
3,1,1,1,0,1,1,1,3,1,1,1,0,1,1,1,7
5,4,0,1,0,1,1,0,1,0,1,0,0,1,1,0,181
8,3,1,0,0,0,1,0,3,0,0,0,0,0,1,0,66
1,4,1,0,0,1,1,1,1,0,0,1,0,1,1,0,120
2,2,1,0,1,1,1,1,3,0,0,0,0,0,0,0,12
7,1,0,0,0,0,0,0,3,0,1,0,0,0,0,0,19
6,2,0,1,1,0,0,1,1,1,1,0,1,0,1,0,91
6,3,0,1,0,1,1,1,2,0,1,1,0,0,1,0,10
5,2,0,0,0,1,1,1,1,0,1,0,1,0,1,1,2
1,2,1,1,1,0,1,1,1,0,0,0,1,0,1,0,193
2,3,0,1,1,1,1,1,1,0,1,0,0,0,0,1,58
4,1,0,1,0,1,0,1,2,0,1,0,1,0,1,0,26
2,3,1,1,0,0,1,1,2,0,0,0,1,0,0,0,193
4,4,0,0,0,1,0,1,2,0,1,0,1,0,1,0,57
4,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,26
1,1,1,1,0,1,1,1,3,1,1,0,1,0,0,0,144
5,3,0,1,0,1,1,1,1,0,1,0,1,0,0,0,2
2,1,1,1,1,1,0,1,1,0,0,0,1,0,0,0,54
9,2,0,0,0,0,1,0,3,0,0,0,0,0,0,0,188
3,4,1,1,0,1,1,1,2,1,1,1,1,1,1,1,147
10,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,27
1,4,1,1,1,1,1,0,1,0,0,0,0,0,0,0,29
3,4,1,1,1,1,1,1,3,1,1,1,1,1,1,1,126
4,2,0,1,0,1,0,1,1,0,1,0,1,0,1,0,26
4,1,0,1,0,1,0,1,2,0,1,1,1,1,1,0,59
10,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,110
6,4,0,1,0,1,0,1,3,1,1,0,1,0,1,1,131
6,2,0,1,0,1,1,1,2,0,1,1,1,0,1,0,10
2,4,1,1,1,1,1,1,1,1,1,0,0,0,0,1,82
7,3,1,0,0,0,0,0,2,1,0,0,0,0,0,0,13
6,4,1,1,0,0,0,1,3,0,1,0,1,0,1,0,115
4,1,0,1,1,1,0,1,2,0,1,0,1,0,1,0,41
9,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,188
1,4,1,0,1,1,1,1,3,0,0,0,0,0,0,0,25
2,1,1,1,1,1,1,1,3,0,0,0,0,0,1,0,38
4,3,0,0,0,0,0,1,3,0,1,0,0,1,1,0,97
4,2,0,1,0,1,0,0,3,0,1,0,1,0,1,0,177
7,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,35
5,2,0,1,0,1,0,1,3,0,1,0,1,0,1,1,94
3,2,1,0,1,1,0,1,1,1,1,0,1,1,1,1,15
8,2,0,0,1,1,0,0,2,0,0,0,0,0,0,0,189
4,2,0,0,1,1,0,1,3,0,1,0,1,0,1,0,75
10,2,0,0,0,1,0,1,2,0,0,0,0,0,0,0,63
3,4,0,1,1,1,1,1,3,0,0,1,0,1,0,1,117
1,2,1,1,1,1,1,1,2,0,0,0,0,0,0,0,12
7,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,110
7,4,0,0,1,1,0,1,2,0,1,1,0,0,0,0,45
10,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,18
4,1,0,1,0,1,0,1,3,0,1,0,0,0,1,0,143
2,4,1,0,0,1,0,1,2,1,0,0,0,0,0,0,150
10,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,18
5,4,0,0,1,1,0,0,3,0,0,0,1,0,1,0,42
6,1,0,1,0,1,1,1,2,0,1,0,1,0,1,1,94
4,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,26
10,2,0,0,0,0,0,0,3,0,1,0,0,1,0,1,171
9,2,0,0,0,0,0,0,2,1,0,0,0,0,0,0,13
5,1,0,1,0,0,0,1,3,0,1,0,1,0,1,0,87
1,1,1,1,1,1,1,1,2,0,0,0,1,0,0,0,54
5,3,0,1,0,1,0,1,1,0,0,0,1,0,0,0,118
1,2,0,1,1,1,1,1,1,0,0,0,0,0,0,1,58
9,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,35
9,4,0,1,0,0,0,0,2,0,0,0,0,0,0,1,194
10,4,0,0,0,1,0,0,2,0,0,0,0,0,0,0,145
10,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,184
5,2,0,0,0,1,0,1,2,0,1,1,1,1,1,0,59
10,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,30
6,4,0,1,0,1,0,1,1,0,1,0,1,0,1,0,77
1,3,1,0,1,1,1,1,2,0,0,0,1,0,1,0,54
1,4,1,1,1,1,1,1,1,0,0,0,0,0,0,0,29
7,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,27
6,2,0,1,0,0,0,1,2,0,1,0,1,0,1,0,87
5,4,0,1,0,0,0,1,1,0,1,0,1,1,1,1,170
8,4,0,0,0,0,0,1,3,0,1,0,0,0,0,0,79
6,3,0,1,0,1,0,1,2,0,1,0,1,0,1,0,77
10,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,27
1,4,1,1,1,1,1,1,1,0,0,0,0,0,0,0,29
8,4,1,0,0,1,0,0,2,0,0,0,0,1,0,0,139
3,2,1,1,1,1,1,1,2,1,1,1,1,1,0,1,141
8,4,0,1,0,0,0,0,2,0,0,0,0,0,0,1,194
6,2,0,1,0,1,1,1,2,0,1,0,1,0,0,1,8
9,3,1,0,0,0,0,0,3,1,0,0,0,0,0,1,149
8,4,1,0,0,0,0,0,3,0,0,1,0,1,0,0,179
3,3,1,1,1,1,1,1,3,0,1,0,1,1,1,1,114
10,4,0,1,1,1,0,0,2,1,0,0,0,0,0,0,125
4,2,0,0,1,1,0,1,1,1,1,0,1,1,1,0,91
2,3,1,1,1,1,1,1,1,0,0,1,0,0,0,0,48
8,2,0,0,0,1,0,0,1,0,0,0,0,0,0,1,37
1,3,1,1,0,0,1,1,3,0,0,0,0,0,0,0,165
4,2,1,1,1,1,0,1,2,0,1,0,1,0,1,0,34
9,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,111
4,1,0,1,0,1,1,1,3,0,1,0,1,1,1,0,51
10,1,0,1,0,0,1,0,3,1,0,0,0,1,0,0,32
7,4,0,0,0,0,0,0,2,0,0,0,0,0,1,0,184
4,4,0,1,0,1,0,1,2,0,0,1,1,0,1,0,89
1,3,0,1,1,1,1,1,1,1,0,0,0,0,0,0,78
1,4,1,0,1,1,1,1,3,1,0,1,0,0,0,0,104
6,2,0,1,0,1,0,1,1,0,1,0,1,1,1,0,17
7,2,1,1,0,0,0,0,3,0,1,0,0,0,0,1,22
2,2,1,1,1,1,1,1,2,0,0,0,0,0,1,0,38
9,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,18
10,2,1,0,0,1,0,1,1,0,0,0,0,0,1,0,63
3,3,1,1,1,0,1,1,1,0,1,0,0,0,1,1,58
9,1,0,0,0,1,0,0,3,0,0,0,0,0,0,0,145
5,4,0,0,0,1,0,0,2,0,1,0,0,0,0,0,105
9,4,0,0,0,0,1,0,2,0,0,0,0,0,1,0,36
6,3,0,0,0,1,0,1,2,0,1,0,1,0,1,1,200
6,4,0,1,0,1,1,1,3,0,1,0,1,0,1,0,186
